date,hospital_id,ward_code,wait_per_triage,age,bed_impact_score,arrival_source_ambulance,arrival_source_referral,arrival_source_self,arrival_source_transfer,outcome_death,outcome_discharged,outcome_readmit_30d,outcome_transferred,outcome_unknown,sex_F,sex_M,sex_X,base_beds,effective_capacity,admissions,staffing_index,discharge_rate_per_bed,occupancy_lag1,occupancy_lag7,overflow_lag1,overflow_lag7,discharges_lag1,discharges_lag7,admission_rate_per_bed_lag1,admission_rate_per_bed_lag7,avg_wait_minutes_lag1,avg_wait_minutes_lag7,occupancy_rate_lag1,occupancy_rate_lag7
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,57,0.962,1.033,34.0,34.0,42.0,41.0,31.0,32.0,2.233,2.233,299.0,297.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,0.916,1.033,34.0,34.0,30.0,33.0,31.0,29.0,1.9,1.933,195.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.005,0.9,34.0,34.0,27.0,32.0,31.0,30.0,1.8,1.933,205.0,238.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,56,0.992,1.067,34.0,34.0,42.0,37.0,27.0,31.0,2.233,2.133,299.0,281.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,55,0.943,1.1,34.0,34.0,28.0,42.0,32.0,30.0,1.867,2.233,178.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.043,1.1,34.0,34.0,25.0,29.0,33.0,32.0,1.833,1.9,278.0,262.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,46,0.994,1.033,34.0,34.0,42.0,42.0,33.0,31.0,2.233,2.233,284.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.039,1.067,34.0,34.0,19.0,30.0,31.0,31.0,1.533,1.9,184.0,195.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.001,0.9,34.0,34.0,40.0,27.0,32.0,31.0,2.233,1.8,292.0,205.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,58,0.958,1.1,34.0,34.0,42.0,42.0,27.0,27.0,2.233,2.233,299.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.006,1.0,34.0,34.0,29.0,28.0,33.0,32.0,1.933,1.867,289.0,178.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,55,0.946,0.967,34.0,34.0,41.0,25.0,30.0,33.0,2.233,1.833,239.0,278.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,57,0.983,0.867,34.0,34.0,30.0,42.0,29.0,33.0,1.833,2.233,283.0,284.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,0.996,0.933,34.0,34.0,35.0,19.0,26.0,31.0,1.9,1.533,278.0,184.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,0.961,1.033,34.0,34.0,35.0,40.0,28.0,32.0,1.967,2.233,204.0,292.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.935,0.867,34.0,34.0,32.0,42.0,31.0,27.0,1.967,2.233,263.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.909,1.0,34.0,34.0,42.0,29.0,26.0,33.0,2.233,1.933,299.0,289.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,63,1.018,0.9,34.0,34.0,42.0,41.0,30.0,30.0,2.233,2.233,299.0,239.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,46,1.012,1.033,34.0,34.0,40.0,30.0,27.0,29.0,2.1,1.833,298.0,283.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.037,1.0,34.0,34.0,19.0,35.0,31.0,26.0,1.533,1.9,143.0,278.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.01,1.033,34.0,34.0,42.0,35.0,30.0,28.0,2.233,1.967,270.0,204.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,55,0.959,1.033,34.0,34.0,42.0,32.0,31.0,31.0,2.233,1.967,299.0,263.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.928,0.967,34.0,34.0,28.0,42.0,31.0,26.0,1.833,2.233,221.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.927,0.967,34.0,34.0,42.0,42.0,29.0,30.0,2.233,2.233,299.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.021,1.1,34.0,34.0,42.0,40.0,29.0,27.0,2.233,2.1,299.0,298.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.003,0.833,34.0,34.0,41.0,19.0,33.0,31.0,2.233,1.533,299.0,143.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,62,1.002,0.967,34.0,34.0,42.0,42.0,25.0,30.0,2.233,2.233,299.0,270.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,66,0.997,1.0,34.0,34.0,37.0,42.0,29.0,31.0,2.067,2.233,261.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.017,1.1,34.0,34.0,40.0,28.0,30.0,31.0,2.2,1.833,274.0,221.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.955,1.067,34.0,34.0,39.0,42.0,33.0,29.0,2.233,2.233,284.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,60,0.935,1.067,34.0,34.0,42.0,42.0,32.0,29.0,2.233,2.233,299.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,43,0.961,1.1,34.0,34.0,32.0,41.0,32.0,33.0,2.0,2.233,248.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.043,1.033,34.0,34.0,13.0,42.0,33.0,25.0,1.433,2.233,172.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,57,1.005,1.033,34.0,34.0,42.0,37.0,31.0,29.0,2.233,2.067,299.0,261.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,66,0.986,1.067,34.0,34.0,30.0,40.0,31.0,30.0,1.9,2.2,235.0,274.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,60,1.02,0.967,34.0,34.0,38.0,39.0,32.0,33.0,2.2,2.233,299.0,284.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,64,0.944,1.033,34.0,34.0,35.0,42.0,29.0,32.0,2.0,2.233,228.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,0.909,0.933,34.0,34.0,37.0,32.0,31.0,32.0,2.133,2.0,266.0,248.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,58,1.034,0.967,34.0,34.0,30.0,13.0,28.0,33.0,1.8,1.433,206.0,172.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,48,1.031,1.067,34.0,34.0,33.0,42.0,29.0,31.0,1.933,2.233,224.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.958,1.033,34.0,34.0,20.0,30.0,32.0,31.0,1.6,1.9,146.0,235.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,0.939,0.933,34.0,34.0,42.0,38.0,31.0,32.0,2.233,2.2,299.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,49,0.909,1.067,34.0,34.0,30.0,35.0,28.0,29.0,1.8,2.0,246.0,228.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,57,0.909,0.9,34.0,34.0,21.0,37.0,32.0,31.0,1.633,2.133,218.0,266.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,39,0.933,1.1,34.0,34.0,34.0,30.0,27.0,28.0,1.9,1.8,263.0,206.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,1.0,1.067,34.0,34.0,10.0,33.0,33.0,29.0,1.3,1.933,159.0,224.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.001,1.067,34.0,34.0,31.0,20.0,32.0,32.0,1.967,1.6,273.0,146.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,66,0.96,1.1,34.0,34.0,40.0,42.0,32.0,31.0,2.233,2.233,255.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,53,0.966,0.867,34.0,34.0,36.0,30.0,33.0,28.0,2.2,1.8,257.0,246.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,60,0.992,1.067,34.0,34.0,31.0,21.0,26.0,32.0,1.767,1.633,285.0,218.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.926,1.067,34.0,34.0,32.0,34.0,32.0,27.0,2.0,1.9,292.0,263.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,52,0.922,1.1,34.0,34.0,42.0,10.0,32.0,33.0,2.233,1.3,299.0,159.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,65,0.994,0.933,34.0,34.0,22.0,31.0,33.0,32.0,1.733,1.967,189.0,273.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,61,1.024,1.1,34.0,34.0,41.0,40.0,28.0,32.0,2.167,2.233,299.0,255.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,65,1.043,1.0,34.0,34.0,31.0,36.0,33.0,33.0,2.033,2.2,170.0,257.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,47,0.984,1.033,34.0,34.0,39.0,31.0,30.0,26.0,2.167,1.767,286.0,285.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,55,1.031,1.033,34.0,34.0,20.0,32.0,31.0,32.0,1.567,2.0,234.0,292.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,57,0.958,1.033,34.0,34.0,28.0,42.0,31.0,32.0,1.833,2.233,151.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.961,1.033,34.0,34.0,30.0,22.0,31.0,33.0,1.9,1.733,215.0,189.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,0.974,1.1,34.0,34.0,42.0,41.0,31.0,28.0,2.233,2.167,299.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,1.033,1.067,34.0,34.0,30.0,31.0,33.0,33.0,1.967,2.033,232.0,170.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,40,1.012,1.1,34.0,34.0,26.0,39.0,32.0,30.0,1.8,2.167,230.0,286.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,49,0.994,1.1,34.0,34.0,11.0,20.0,33.0,31.0,1.333,1.567,115.0,234.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,58,1.034,0.967,34.0,34.0,19.0,28.0,33.0,31.0,1.633,1.833,211.0,151.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,41,0.966,0.867,34.0,34.0,33.0,30.0,29.0,31.0,1.933,1.9,267.0,215.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.999,0.9,34.0,34.0,19.0,42.0,26.0,31.0,1.367,2.233,179.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,1.024,1.0,34.0,34.0,42.0,30.0,27.0,33.0,2.233,1.967,299.0,232.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.975,1.1,34.0,34.0,28.0,26.0,30.0,32.0,1.8,1.8,203.0,230.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,51,0.987,1.1,34.0,34.0,42.0,11.0,33.0,33.0,2.233,1.333,299.0,115.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,51,1.033,1.067,34.0,34.0,21.0,19.0,33.0,33.0,1.7,1.633,210.0,211.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,45,0.988,1.067,34.0,34.0,23.0,33.0,32.0,29.0,1.7,1.933,255.0,267.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,49,0.976,1.1,34.0,34.0,17.0,19.0,32.0,26.0,1.5,1.367,200.0,179.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,65,0.927,0.867,34.0,34.0,19.0,42.0,33.0,27.0,1.633,2.233,234.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.984,1.067,34.0,34.0,42.0,28.0,26.0,30.0,2.167,1.8,299.0,203.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.0,1.067,34.0,34.0,42.0,42.0,32.0,33.0,2.233,2.233,299.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,1.0,1.1,34.0,34.0,41.0,21.0,32.0,33.0,2.233,1.7,283.0,210.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,64,0.987,0.9,34.0,34.0,40.0,23.0,33.0,32.0,2.233,1.7,252.0,255.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,61,0.989,0.9,34.0,34.0,41.0,17.0,27.0,32.0,2.133,1.5,299.0,200.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,32,0.909,0.933,34.0,34.0,38.0,19.0,27.0,33.0,2.033,1.633,299.0,234.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,58,0.959,0.933,34.0,34.0,8.0,42.0,28.0,26.0,1.067,2.167,155.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,0.999,1.067,34.0,34.0,34.0,42.0,28.0,32.0,1.933,2.233,252.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,44,0.976,1.067,34.0,34.0,26.0,41.0,32.0,32.0,1.8,2.233,136.0,283.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,48,1.001,1.1,34.0,34.0,16.0,40.0,32.0,33.0,1.467,2.233,186.0,252.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,60,1.042,0.833,34.0,34.0,19.0,41.0,33.0,27.0,1.6,2.133,235.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,0.944,1.067,34.0,34.0,39.0,38.0,25.0,27.0,2.0,2.033,232.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,52,0.961,0.933,34.0,34.0,31.0,8.0,32.0,28.0,1.967,1.067,279.0,155.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,0.974,0.933,34.0,34.0,28.0,34.0,28.0,28.0,1.733,1.933,186.0,252.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.976,1.067,34.0,34.0,35.0,26.0,28.0,32.0,1.967,1.8,278.0,136.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.937,1.1,34.0,34.0,42.0,16.0,32.0,32.0,2.233,1.467,299.0,186.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,56,0.99,1.0,34.0,34.0,41.0,19.0,33.0,33.0,2.233,1.6,276.0,235.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,60,0.984,1.0,34.0,34.0,30.0,39.0,30.0,25.0,1.867,2.0,270.0,232.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,0.939,1.1,34.0,34.0,34.0,31.0,30.0,32.0,2.0,1.967,265.0,279.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,63,0.963,1.0,34.0,34.0,24.0,28.0,33.0,28.0,1.8,1.733,192.0,186.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,54,0.91,1.1,34.0,34.0,37.0,35.0,30.0,28.0,2.1,1.967,299.0,278.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,60,1.043,1.1,34.0,34.0,25.0,42.0,33.0,32.0,1.8,2.233,284.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,51,0.978,1.067,34.0,34.0,31.0,41.0,33.0,33.0,2.0,2.233,218.0,276.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,59,1.04,0.933,34.0,34.0,23.0,30.0,32.0,30.0,1.7,1.867,252.0,270.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,48,0.981,1.067,34.0,34.0,35.0,34.0,28.0,30.0,1.967,2.0,222.0,265.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,48,0.984,1.1,34.0,34.0,20.0,24.0,32.0,33.0,1.6,1.8,275.0,192.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,67,0.963,0.933,34.0,34.0,19.0,37.0,33.0,30.0,1.6,2.1,221.0,299.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,55,0.927,1.033,34.0,34.0,42.0,25.0,28.0,33.0,2.233,1.8,299.0,284.0,1.0,1.0
2022-10-28,1,ED,59.21090909090909,54.89090909090909,0.0,18,9,27,1,0,38,0,17,0,18,37,0,30,34,50,0.973,1.0,34.0,34.0,28.0,31.0,31.0,33.0,1.833,2.0,271.0,218.0,1.0,1.0
